复旦经济,句子数量,815851,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
十五大精神,十五大/精神,36,257,777,147.081892343
1999年1月1日,1999年/1月1日,20,2063,55,143.806636408
每百户,每百/户,17,34,581,702.10929432
境外加工贸易,境外加工/贸易,27,30,6359,115.468768674
景气循环,景气/循环,13,178,412,144.622872805
超国民待遇,超/国民待遇,24,319,163,376.568340481
最优解,最/优解,12,5741,12,142.109562794
博彩税,博彩/税,15,118,802,129.314055962
首届,首/届,21,142,177,681.661136309
联合国贸发会议,联合国贸发/会议,21,22,559,1393.14286876
德意志意识形态,德/意志意识形态,12,268,12,3044.22014925
详见表,详/见表,14,41,213,1307.90266804
精加工,精/加工,14,86,1260,105.407105943
卖粮难,卖粮/难,13,15,1315,537.696476553
销售利税率,销售/利税率,17,1224,64,177.050998264
终身教育,终身/教育,15,48,2112,120.716589725
虚增盈利,虚增/盈利,20,56,472,617.320671913
迷鹑沃,迷/鹑沃,11,141,18,3535.99724192
按可比价格计算,按/可比价格计算,39,1816,40,438.025729626
自由经济区,自由/经济区,14,1405,75,108.393015421
诜⒄怪,诜/⒄怪,10,61,76,1759.81665229
甲科村,甲科/村,31,33,287,2670.40238623
十二届三中全会,十二/届三中全会,17,42,264,1250.85380592
治澳,治/澳,13,281,286,131.972015529
俄联邦,俄/联邦,12,619,148,106.86604375
拆股系数,拆股/系数,15,85,302,476.734125438
劳动群众集体所有制,劳动/群众集体所有制,10,3045,10,267.93136289
出口赚汇,出口/赚汇,13,4744,14,159.691384606
国立政治大学,国立政治/大学,15,15,896,910.547991071
居首位,居/首位,14,395,105,275.392742616
无纸化,无纸/化,19,30,2443,211.504557238
历史语言研究所,历史/语言研究所,10,2900,10,281.327931034
经济学家们,经济学家/们,81,1147,525,109.742069996
挠跋欤,挠跋/欤,14,38,49,6134.21804511
500亿元,500亿/元,11,13,4076,169.365913037
跫督锥,跫/督锥,11,124,11,6579.44354839
教育平方,教育/平方,10,2112,38,101.656075558
间接融资渠道,间接/融资渠道,10,548,119,125.107495553
明郑时期,明郑/时期,10,13,3007,208.705584406
混合运输,混合/运输,20,240,541,125.670209489
救亡决论,救亡/决论,18,20,18,40792.55
瓦尔拉斯均衡概念,瓦尔拉斯均衡/概念,12,29,1197,282.033013568
交通通讯,交通/通讯,33,544,452,109.493277427
克鲁格曼,克鲁格/曼,64,77,90,7534.55468975
平均股息率,平均/股息率,12,2028,18,268.195595003
A文章编号,A文章/编号,114,114,119,6855.8907563
十五届三中全会,十五/届三中全会,19,280,264,209.70196158
原刊地名,原/刊地名,1155,1868,1155,436.751070664
取得实质性进展,取得/实质性进展,12,1489,20,328.751242445
500家,500/家,38,104,2381,125.19924563
编辑委员会,编辑/委员会,13,59,425,422.973599202
止跌回升,止/跌回升,17,176,17,4635.51704545
南京大学,南京/大学,26,186,896,127.280901978
赢家,赢/家,19,50,2381,130.207215456
80年代末期,80年代/末期,22,1187,115,131.487652467
八十年代中期,八十年代/中期,11,118,457,166.419927308
阿尔钦,阿/尔钦,10,74,10,11025.0135135
左半部右,左半/部右,13,16,22,30130.8607955
50年代后期,50年代/后期,13,252,272,154.733645542
朱＠①基,朱＠/①基,10,15,20,27195.0333333
三十年代,三十/年代,21,66,506,513.021649299
第6期,第6/期,71,130,3865,115.28594089
５谒模,５/谒模,11,205,12,3648.11422764
色诺芬,色诺/芬,32,32,66,12361.3787879
固定下来,固定/下来,13,395,240,111.878301688
走出国门,走/出国门,11,1370,16,409.414279197
李嘉图等价定理,李嘉图/等价定理,12,64,12,12747.671875
天津社会科学,天津/社会科学,10,215,375,101.190821705
医药制造业,医药/制造业,13,87,1161,105.0032473
显性化,显性/化,15,50,2443,100.186369218
广大人民群众,广大/人民群众,41,497,142,473.96903959
衰退迹象,衰退/迹象,11,686,111,117.857287316
厚谷襄儿,厚谷/襄儿,10,10,10,81585.1
参见拙译,参见/拙译,10,323,10,2525.85448916
科技兴贸,科技/兴贸,24,3837,24,212.627313005
收益递减规律,收益/递减规律,17,1685,43,191.421806639
负债率,负债/率,63,349,1302,113.113642666
铁路运输,铁路/运输,17,229,541,111.950754304
专用设备制造业,专用设备/制造业,12,21,1161,401.550879783
警警度,警/警度,13,31,23,14875.2636746
竹藤棕,竹藤/棕,12,13,14,53792.3736264
启动内需,启动/内需,30,957,248,103.126074426
诺贝尔经济学奖得主,诺贝尔经济学/奖得主,14,98,15,7770.00952381
笠倒芾,笠/倒芾,20,272,26,2307.2709276
超高度粗放型,超/高度粗放型,13,319,34,977.877835147
荷据时期,荷据/时期,12,18,3007,180.878173152
笠道投,笠/道投,10,272,23,1304.10965473
弥澳艿,弥/澳艿,14,88,21,6180.68939394
唐山市钢铁厂,唐山市/钢铁厂,12,16,22,27813.1022727
中银澳门分行,中银澳门/分行,13,13,78,10459.6282051
文献标识码,文献标识/码,208,208,220,3708.41363636
割裂开来,割裂开/来,11,11,7666,106.424602139
辽宁人民出版社,辽宁/人民出版社,14,109,649,161.461019776
相距甚远,相距甚/远,10,10,570,1431.31754386
非瓦尔拉斯均衡,非/瓦尔拉斯均衡,11,1882,29,164.431840668
前苏联,前/苏联,184,2260,652,101.876176774
排除适用条款,排除/适用条款,10,252,11,2943.18542569
岁入,岁/入,10,210,361,107.617860441
党管干部,党/管干部,17,1017,17,802.213372665
相匹配,相/匹配,14,2134,42,127.43689472
贷款余额,贷款/余额,43,1953,179,100.351537672
反腐败斗争,反/腐败斗争,11,491,11,1661.61099796
年均递增,年均/递增,21,565,246,123.266932873
家庭联产承包责任制,家庭联产承包/责任制,45,57,214,3009.77988195
战略性重组,战略性/重组,33,325,781,106.069469122
亚欧,亚/欧,14,141,243,333.36000934
葡资,葡/资,12,218,254,176.807989598
研究所副研究员,研究所/副研究员,13,393,39,691.985581001
农工综合体,农工综合/体,20,21,185,4200.00514801
贫富两极分化,贫富/两极分化,19,78,186,1068.45664461
上海浦东新区,上海/浦东新区,12,1384,52,136.035626945
跨入21世纪,跨入21/世纪,14,14,1914,426.254440961
贫劝才,贫劝/才,10,11,3037,244.21558356
私人物品,私人/物品,20,900,160,113.312638889
玫男,玫/男,10,253,312,103.356009932
稻作,稻/作,18,84,1343,130.175140942
已见端倪,已/见端倪,13,6024,15,117.375641877
批发零售贸易,批发零售/贸易,22,27,6359,104.53962596
21世纪中叶,21世纪/中叶,14,905,56,225.37320442
在下世纪,在下/世纪,22,72,1914,130.244412516
渐进主义,渐进/主义,15,203,565,106.698330354
不良后果,不良/后果,24,413,342,138.6263965
充足率,充足/率,26,151,1302,107.893744723
除极少数,除/极少数,15,675,40,453.250555556
收稿日期,收/稿日期,173,475,174,1707.70989716
档姆⒄,档/姆⒄,15,284,111,388.20470118
母母,母/母,25,382,382,139.773272388
有机结合起来,有机结合/起来,33,127,1818,116.607689509
边际效用价值论,边际/效用价值论,15,695,21,838.490236382
业绩操纵行为,业绩操纵/行为,27,35,3361,187.256998342
Ｒ环矫妫,Ｒ环/矫妫,11,15,76,7872.24649123
上海财经大学,上海/财经大学,55,1384,103,314.774994388
于一身,于/一身,12,6935,14,100.836461016
哲社版,哲社/版,46,48,1318,593.214877339
美国劳工部,美国/劳工部,12,6805,13,110.667631267
旅游博彩业,旅游博/彩业,114,128,172,4224.51916788
实施科教兴国战略,实施/科教兴国战略,15,2253,50,108.635286285
60年代中期,60/年代中期,25,132,78,1980.99019037
美欧,美/欧,51,868,243,197.267266883
相并列,相/并列,10,2134,38,100.608074779
向右移动,向/右移动,11,4756,11,171.541421362
主权让渡,主权/让渡,12,365,71,377.781670847
农民人均纯收入,农民/人均纯收入,59,2480,123,157.799662339
产值利税率,产值/利税率,11,810,64,173.116531636
自营,自/营,14,1427,50,160.082887176
立法机关,立法/机关,18,486,268,112.748894417
60岁以上,60岁/以上,10,18,1847,245.398243398
全体人民,全体/人民,44,167,1385,155.201988802
河南人民出版社,河南/人民出版社,12,102,649,147.892866854
软硬环境,软硬/环境,10,14,4590,126.960939932
沟恼铰,沟恼/铰,13,20,42,12626.2654762
住房抵押贷款,住房/抵押贷款,10,589,40,346.286502547
降至,降/至,176,784,1649,111.06744966
社会科学出版社,社会科学/出版社,78,375,1169,145.164249786
马克思恩格斯全集,马克思/恩格斯全集,153,1848,155,435.781325932
比去年同期,比/去年同期,95,2795,121,229.175017372
预期寿命,预期/寿命,11,1369,53,123.687046047
通用汽车公司,通用汽车/公司,23,32,4913,119.355364594
减下来,减/下来,11,299,240,125.060772018
笠抵贫,笠/抵贫,13,272,17,2293.69874567
开发区热,开发区/热,12,324,193,156.563231625
19世纪中叶,19世纪/中叶,18,238,56,1101.83958583
形成鲜明对照,形成/鲜明对照,15,5348,15,152.552543007
冷战结束后,冷战结束/后,29,50,4517,104.758375028
上海远东出版社,上海远东/出版社,35,35,1169,697.905047049
现代经济法入门,现代/经济法入门,10,2739,10,297.864549106
70年代末期,70年代/末期,26,506,115,364.532153291
七十年代中期,七十/年代中期,10,11,78,9508.75291375
放在首位,放在/首位,24,158,105,1180.25461121
转厂,转/厂,38,534,431,134.70258175
转帐,转/帐,16,534,199,122.839064235
五十年代,五十/年代,14,40,506,564.323814229
消除两极分化,消除/两极分化,20,710,186,123.557625322
专题报告,专题/报告,12,75,1198,108.961736227
人民币贬值,人民币/贬值,31,467,407,133.064208261
驹鹑伪,驹鹑/伪,30,30,70,11655.0142857
笠迪,笠/迪,10,272,134,223.839716857
党风廉政建设,党风/廉政建设,10,12,18,37770.8796296
做好以下几,做好/以下几,11,144,483,129.030955256
笠怠,笠/怠,10,272,185,162.132551669
领导同志,领导/同志,17,740,166,112.906764897
盐利,盐/利,13,172,612,100.756792446
战略重点西移,战略/重点西移,24,3280,26,229.601594747
欠帐,欠/帐,10,176,199,232.940555048
产茧量,产茧/量,22,22,1197,681.57978279
Ｒ虼耍,Ｒ虼/耍,64,80,165,3955.64121212
今明两,今明/两,22,22,6002,135.929856714
档墓,档/墓,14,284,388,103.654657325
科学院研究生院,科学院研究生/院,11,12,156,4793.99626068
人文社科版,人文社科/版,11,11,1318,619.006828528
两极格局,两极/格局,11,29,1006,307.615033934
设立分支机构,设立/分支机构,12,529,74,250.094824503
哈佛大学教授,哈佛大学/教授,10,28,471,618.631331513
间歇性调整,间歇性/调整,47,53,5792,124.912035469
一时期,一时/期,249,407,3865,129.141637769
涌熘形,涌熘/形,10,12,252,2697.91997354
贵义贱利,贵义/贱利,20,22,20,37084.1363636
信孚银行,信/孚银行,15,108,15,7554.17592593
梅⒄沟恼,梅⒄/沟恼,10,60,20,6798.75833333
导刊,导/刊,11,191,74,634.948422244
迈向21世纪,迈向/21世纪,13,70,905,167.420094712
养老基金,养老/基金,30,133,1051,175.096614037
主管部门,主管/部门,113,197,4676,100.08029228
存款准备金率,存款准备金/率,34,46,1302,463.14923529
有所好转,有所/好转,19,834,180,103.258519851
高举邓小平理论伟大旗帜,高举邓小平理论/伟大旗帜,16,20,20,32634.04
水稻亩产量,水稻亩产/量,11,12,1197,624.781467558
养老保险基金,养老保险/基金,11,65,1051,131.367357096
同构化,同构/化,18,42,2443,143.123384597
甘肃民族地区,甘肃民族/地区,20,20,8081,100.95916347
澳葡商船,澳葡/商船,10,90,68,1333.08986928
五金交电,五金/交电,10,21,14,27750.0340136
债转股,债/转股,129,230,131,3493.02286757
成分并存,成分/并存,27,504,430,101.642566445
财经学院学报,财经学院/学报,11,31,135,2144.41123059
经济法授权立法,经济法授权/立法,13,14,486,1558.79820694
拱北关十,拱北关/十,14,40,446,640.241816143
扣除物价因素,扣除物价/因素,12,18,4164,130.619756644
博彩旅游业,博彩/旅游业,35,118,388,623.684802551
经纪人员,经纪/人员,13,50,1652,128.402699758
九十年代中期,九十/年代中期,12,22,78,5705.25174825
五省边区,五/省边区,18,1024,18,796.729492188
东印度公司船员,东印度/公司船员,10,36,10,22662.5277778
远远超过,远远/超过,62,202,1421,176.220769086
资金负缺口,资金/负缺口,22,4179,22,195.226369945
赤字依存度,赤字/依存度,15,627,146,133.684702104
海洋发展史论文集,海洋发展史/论文集,15,15,50,16317.02
波罗的海沿岸各国,波罗的海/沿岸各国,14,20,26,21965.2192308
证监部门,证监/部门,39,42,4676,162.013671636
外溢效应,外溢/效应,20,77,1525,138.956951245
21世纪初期,21世纪/初期,91,905,658,124.674538615
十四届五中全会,十四届/五中全会,18,19,20,38645.5736842
90年代中后期,90年代/中后期,10,1355,21,286.716218591
棕草制品,棕/草制品,12,14,13,53792.3736264
十四届三中全会,十四/届三中全会,28,84,264,1030.11489899
内生变量,内/生变量,54,3786,107,108.752743753
收租,收/租,12,475,111,185.684438122
塑料制品业,塑料/制品业,18,59,81,3072.88512241
输血式,输血/式,14,126,898,100.946671616
各主产国,各/主产国,10,2878,10,283.478457262
1万亿元,1万亿/元,11,21,4076,104.845565213
持怀疑态度,持怀疑/态度,10,12,379,1793.86763412
竞争日趋激烈,竞争/日趋激烈,30,5051,41,118.187318618
规模报酬递减,规模/报酬递减,13,3779,22,127.571784262
先富起来,先富/起来,48,73,1818,295.076992631
橡胶制品业,橡胶制品/业,11,17,1021,517.045630005
国民储蓄率,国民/储蓄率,26,394,300,179.459610829
九届全国人大,九/届全国人大,13,121,26,3371.28512397
杖敕峙,杖/敕峙,17,140,26,3810.29313187
代入,代/入,20,302,361,149.667223129
冉嫌攀,冉嫌/攀,11,11,125,6526.808
自由浮动,自由/浮动,15,1405,84,103.692297916
追求效用最大化,追求/效用最大化,11,879,59,173.046431808
回波效应,回波/效应,10,10,1525,534.984262295
去年下半年,去年/下半年,12,368,235,113.207816836
货币发行量,货币/发行量,18,5198,28,100.899508053
人民出版社1972年版,人民出版社/1972年版,20,649,30,838.059578839
奈侍狻,奈侍/狻,20,65,64,3922.36057692
深港,深/港,11,274,309,105.997224388
包袱重,包袱/重,10,88,856,108.306473025
八十年代后期,八十年代/后期,14,118,272,355.867210867
初步成效,初步/成效,12,403,230,105.623174021
50年代中期,50/年代中期,16,185,78,904.616493416
100亿美元,100亿/美元,22,47,3639,104.943034385
对外借款,对外/借款,12,838,116,100.714056456
债务依存度,债务/依存度,17,607,146,156.501399201
计算机软件,计算机/软件,18,568,256,100.993879291
剧烈波动,剧烈/波动,18,109,1142,117.975208471
西进,西/进,13,186,550,103.676080156
马六甲海峡,马/六甲海峡,10,182,10,4482.6978022
第2期,第2/期,156,256,3865,128.63110042
上年相比,上年/相比,13,81,879,148.963651175
依法治市,依法治/市,11,16,749,748.861899199
国债发行,国债/发行,41,558,598,100.244216085
编辑出版,编辑/出版,11,59,408,372.813268528
且桓,且/桓,19,841,158,116.657151673
高培勇教授说,高培勇教授/说,14,14,4149,196.637985057
第350页按语,第350页/按语,10,10,27,30216.7037037
1时期,1时/期,11,20,3865,116.097813713
工业品出厂价格,工业品出厂/价格,11,12,4822,155.094030831
哥达纲领批判,哥达纲领/批判,10,10,266,3067.10902256
马克思恩格斯选集,马克思/恩格斯选集,96,1848,97,436.926496184
乌拉圭回合谈判,乌拉圭/回合谈判,10,17,11,43628.3957219
归咎于,归咎/于,18,21,6935,100.836461016
文教体育用品制造业,文教体育/用品制造业,17,17,25,32634.04
总结经验教训,总结/经验教训,13,448,121,195.65494023
比上年同期,比上年/同期,89,410,426,415.726205199
占城稻,占/城稻,29,5672,29,143.838328632
19世纪40,19世纪/40,10,238,265,129.356429364
走出低谷,走/出低谷,37,1370,39,564.972618379
长青水果场,长青/水果场,11,24,11,33993.7916667
编制现金流量表,编制现金/流量表,13,13,17,47991.2352941
处于从属地位,处于从属/地位,11,14,3101,206.715828995
中期前后,中期/前后,10,457,172,103.792555086
购股,购/股,10,164,468,106.297034605
固定资产装备,固定资产/装备,12,592,155,106.693679163
二板,二/板,61,4119,96,125.857082524
准公共物品,准/公共物品,11,252,146,243.921531855
引入个体私营,引入/个体私营,12,385,159,159.931585396
本地生产总值,本地/生产总值,58,399,161,736.61417519
向何处去,向/何处去,22,4756,24,157.246302916
联邦储备委员会,联邦储备/委员会,11,27,425,782.079389978
新华社北京５月,新华社北京/５月,21,22,123,6331.43791574
剩余索取权,剩余索取/权,11,12,883,846.957436769
深加工,深/加工,69,274,1260,163.056769204
资料整理,资料/整理,19,972,132,120.815944943
中共十一届三中全会,中共十一/届三中全会,10,10,264,3090.34469697
选精法,选/精法,27,191,27,4271.47120419
多年积累,多年/积累,15,95,1267,101.672122295
注意力集中,注意力/集中,15,55,1786,124.582764939
阿莱西纳,阿莱西/纳,18,18,322,2533.69875776
熊彼特,熊/彼特,38,47,39,16913.441353
债务负担率,债务负担/率,30,87,1302,216.07367975
香港中文大学,香港/中文大学,11,1800,11,453.250555556
据测算,据/测算,53,1657,260,100.36698157
⒄怪泄,⒄怪/泄,45,76,336,1437.70735432
不可替代,不可/替代,67,344,642,247.509676338
无国界,无/国界,27,1463,75,200.756226931
Ｓ嗬投,Ｓ嗬/投,13,13,309,2640.29449838
＠②原字,＠②原/字,16,16,199,4099.75376884
人民大学出版社,人民大学/出版社,77,169,972,382.427052134
蹲市,蹲/市,11,138,619,105.059129967
蹲省,蹲/省,13,138,738,104.140283178
利税总额,利税/总额,32,234,1047,106.561000498
应收帐款,应/收帐款,11,4735,11,172.302217529
大幅下滑,大幅/下滑,13,272,386,101.017820405
退耕还林,退耕还/林,13,19,163,3424.62479819
第3位,第3/位,12,61,962,166.835009032
省市自治区,省市/自治区,10,175,98,475.714868805
最小二乘法,最/小二乘法,15,5729,15,142.407226392
1996年12月14—15日,1996年/12月14—15日,10,1607,10,507.685749844
获得诺贝尔经济学奖,获得/诺贝尔经济学奖,11,1722,43,121.199808227
第3页,第3/页,19,61,2108,120.549110337
20世纪30年代,20世纪/30年代,29,654,138,262.151298586
20世纪70年代末,20世纪/70年代末,10,654,84,148.509356342
原刊页号,原刊页/号,1202,1202,5630,144.911367673
权责发生制,权责发生/制,20,21,830,936.14572576
越积越,越/积越,10,1371,10,595.077315828
斯蒂格利茨,斯/蒂格利茨,14,167,14,4885.33532934
布雷顿森林体系,布雷顿森林/体系,23,30,3879,161.249230901
Ｊ崭迦掌冢,Ｊ崭迦掌/冢,12,12,101,8077.73267327
拉动内需,拉动/内需,18,657,218,102.532487118
协议投资额,协议/投资额,11,432,203,102.334895548
字库未存字注释,字库/未存字注释,86,89,87,9061.49890223
英国东印度公司,英国东印度/公司,12,13,4859,154.989345703
东南五省市,东南五/省市,11,13,175,3944.77406593
第一次世界大战,第一/次世界大战,17,2720,46,110.849320652
买入,买/入,13,301,331,106.453443205
60年代后期,60年代/后期,10,328,173,143.777491893
过密型,过密/型,12,23,1622,262.429957648
代表第i部门,代表/第i部门,27,1139,30,644.658384548
缪尔达尔,缪尔达/尔,27,27,165,4944.55151515
增税,增/税,38,398,747,104.277538967
第4版,第4/版,10,63,1192,108.64107276
专家们,专家/们,29,476,427,116.405639305
亚洲青年知识型劳力,亚洲/青年知识型劳力,16,1708,24,318.443013271
100亿元,100亿/元,17,25,4054,136.847232363
文献号,文献/号,1354,1591,5630,123.324947724
立信会计出版社,立信会计/出版社,10,10,972,839.352880658
人口普查,人口/普查,21,2544,67,100.516703041
交通运输设备制造业,交通运输设备/制造业,18,26,1136,497.200636511
二十世纪,二十/世纪,34,178,1084,143.760800614
第二次世界大战结束,第二/次世界大战结束,23,2161,25,347.331291069
20世纪40年代,20世纪/40年代,12,654,57,262.627072268
非金属矿采选业,非金属矿采选/业,11,11,982,830.805498982
澳门统计暨普查司出版,澳门统计暨/普查司出版,10,10,10,81585.1
皮革毛皮羽绒及其制品业,皮革毛皮/羽绒及其制品业,11,12,12,62321.9513889
认真学习,认真/学习,21,258,636,104.412699283
资金利税率,资金/利税率,25,4157,36,136.291362628
计入,计/入,11,227,331,119.439969655
北美自由贸易协定,北美自由贸易/协定,22,23,275,2837.7426087
第5位,第5/位,12,48,962,212.019490644
第三代领导集体,第三代领导/集体,30,32,1016,752.815268209
日治时期,日治/时期,21,34,2985,168.813390482
煤炭采选业,煤炭采选/业,11,11,982,830.805498982
净创汇率,净创/汇率,13,16,814,814.347589066
延长土地承包,延长/土地承包,11,154,76,766.777255639
重本抑末,重/本抑末,35,833,38,902.090888987
帕累托改进,帕累托/改进,11,121,438,169.333955998
赶超型,赶超/型,23,113,1622,102.378648669
300亿元,300亿/元,13,19,4054,137.694583647
每百元,每百/元,15,17,4054,177.569938187
四川人民出版社,四川/人民出版社,13,191,459,120.978487265
20世纪60年代,20世纪/60年代,33,654,328,125.508517006
黑色金属冶炼及压延加工业,黑色金属冶炼及压延/加工业,10,14,256,2276.36997768
锰逯聘母,锰/逯聘母,14,57,26,7707.09446694
笠党,笠/党,27,176,1000,125.158960227
初步测算,初步/测算,11,391,207,110.880820885
第11期,第11/期,36,76,1314,294.106344629
70年代中期,70年代/中期,27,376,176,332.869575073
玫姆⒄梗,玫/姆⒄梗,13,233,47,968.501780659
90年代后期,90年代/后期,29,1237,173,110.558731034
推进城市圈域,推进/城市圈域,18,1403,94,111.351950986
劳动者权益,劳动者/权益,24,905,215,100.631756392
1983年版,1983年/版,17,114,1192,102.065428883
亚洲四小龙,亚洲/四小龙,43,1708,116,177.065296172
分类号,分类/号,1569,1866,5630,121.846696613
预算软约束,预算/软约束,17,585,29,817.534158562
1999年第3期,1999年/第3期,37,2033,140,106.058910126
多米诺骨牌,多/米诺骨牌,10,7718,10,105.707566727
天津人民出版社,天津/人民出版社,12,205,459,104.046038578
18世纪,18/世纪,46,236,1084,146.699082181
苏联范式,苏联/范式,25,468,327,133.277627486
电气机械及器材制造业,电气机械/及器材制造业,17,34,19,21469.7631579
经理们,经理/们,15,265,427,108.150457337
有色金属矿采选业,有色金属矿采选/业,11,11,982,830.805498982
＠①原字,＠①原/字,91,92,199,4055.19122788
按购买力平价计算,按/购买力平价计算,12,1777,16,344.337788407
农户兼业化,农户/兼业化,11,528,20,849.844791667
业主型企业家,业主型/企业家,16,17,401,1914.86225612
福建人民出版社,福建/人民出版社,11,171,459,114.339092102
应计制,应/计制,38,4735,38,172.302217529
20世纪50年代,20世纪/50年代,31,654,239,161.806846826
玫墓,玫/墓,12,233,363,115.752278934
浙江大学,浙江/大学,17,183,582,130.222400616
美苏,美/苏,13,790,127,105.711781122
地主制,地主/制,10,96,830,102.390938755
有色金属冶炼及压延加工业,有色金属冶炼及压延/加工业,10,16,256,1991.82373047
剧烈变动,剧烈/变动,15,91,1126,119.432445884
十一届三中全会召开,十一届三中全会/召开,13,176,231,260.87325364
城人口迁移规模,城人口迁移/规模,33,60,3766,119.149774296
迪值,迪/值,12,124,753,104.851690014
供给曲线S,供给/曲线S,10,2683,18,168.934236137
损益满计观,损益/满计观,16,81,16,10072.2345679
16世纪,16/世纪,31,227,1084,102.782080563
远远不能满足,远远不能/满足,12,16,1063,575.623941675
造纸及纸制品业,造纸/及纸制品业,12,47,12,17358.5319149
勿庸置疑,勿庸置/疑,12,12,24,33993.7916667
非金属矿物制品业,非金属矿物制品/业,13,16,982,675.029467923
进入攻坚阶段,进入/攻坚阶段,12,2917,23,145.924371376
亚太经合组织,亚太经合/组织,34,35,4194,188.970188705
瓦尔拉斯一般均衡,瓦尔拉斯一般/均衡,10,10,1886,432.58271474
增发1000亿元国债,增发1000亿元/国债,11,13,496,1391.805366
风险共担,风险/共担,15,2822,24,180.689891921
预算盈余,预算/盈余,14,585,182,107.278238001
50年代末,50年代/末,19,239,386,168.027066577
国外哲学社会科学文摘,国外/哲学社会科学文摘,10,1074,16,474.773626629
人民出版社1975年版,人民/出版社1975年版,23,1139,23,716.287093942
第9期,第9/期,39,95,1314,254.892165345
一时代,一时/代,12,158,282,219.728252087
官督商办,官督商/办,14,14,511,1596.57729941
原强修订稿,原/强修订稿,12,547,12,1491.50091408
远小于,远/小于,11,535,161,104.189481628
商品零售总额,商品/零售总额,20,4030,22,184.040378976
会计委派制,会计/委派制,16,2706,17,283.761923395
右半部lanlandelaoxu,右半部/lanlandelaoxu,12,13,1466,513.706160143
1美元兑,1/美元兑,25,3888,32,163.936109504
当期营业观,当/期营业观,19,1909,20,406.002331063
7次降息,7/次降息,12,589,71,234.10918482
收现,收/现,17,279,441,112.724152504
票券公司,票券/公司,27,39,4859,116.242009277
土地承包期,土地承包/期,15,76,1314,122.544310262
2010年远景目标纲要,2010年远景目标/纲要,10,23,65,5457.19732441
17世纪,17/世纪,45,200,1084,169.341766605
原苏联,原/苏联,45,547,468,143.41354943
平均每年递增,平均/每年递增,16,2016,31,208.871223758
原富,原/富,66,547,380,259.050158761
重商主义,重/商主义,32,833,33,949.733784423
家庭承包经营责任制,家庭承包经营/责任制,13,44,169,1426.31293706
第2位,第2/位,24,100,962,203.538711019
委派会计人员,委派会计/人员,16,44,1639,181.00859726
第2版,第2/版,22,100,1192,150.576526846
限产压库,限/产压库,10,105,10,7770.00952381
第十五次全国代表大会,第十五次/全国代表大会,10,16,18,28328.1597222
不可避免,不可/避免,25,277,713,103.271755586
原刊期号,原刊期/号,1341,1341,5630,144.911367673
届全国人民代表大会,届/全国人民代表大会,11,156,25,2301.11820513
40年代末,40年代/末,10,57,386,370.80765385
中央研究院近代史研究所集刊,中央研究院/近代史研究所集刊,18,64,19,12076.7417763
债务余额,债务/余额,12,590,136,122.011615155
负债比率,负债/比率,15,286,393,108.878850157
相结合,相/结合,507,2110,1930,101.573179039
荷兰东印度公司,荷兰东印度/公司,16,16,4859,167.905124511
第二次世界大战以后,第二次世界大战/以后,17,85,1546,105.543467012
号文件,号/文件,16,164,173,460.087974059
省市区,省市/区,20,154,971,109.119130098
第8页,第8/页,19,37,2089,200.550748451
19世纪末20世纪初,19世纪末20世纪/初,10,10,915,891.640437158
职位分类,职位/分类,17,104,297,449.024443149
城乡居民储蓄存款余额,城乡/居民储蓄存款余额,14,1171,24,406.415955024
第9页,第9/页,15,56,2089,104.610587773
80年代初,80年代/初,109,845,915,115.016340415
山东大学,山东/大学,11,157,565,101.170858463
服务贸易总协定,服务/贸易总协定,12,3560,27,101.854057428
第5页,第5/页,11,36,2089,119.333559385
第11页,第11/页,15,40,2089,146.454822882
1999年第8期,1999年/第8期,17,1996,42,165.44358956
相适应,相/适应,458,1603,2026,115.0544352
70年代初,70年代/初,44,349,915,112.413121017
6月末,6月/末,13,297,342,104.417104771
本世纪初,本世纪/初,22,178,915,110.20275066
内需不足,内需/不足,49,200,1956,102.189925869
学者们,学者/们,64,1342,383,101.587327281
级分类,级/分类,12,243,297,135.652990813
摸着石头过河,摸着石头过/河,20,20,90,9065.01111111
80年代末90年代初,80年代末/90年代初,20,92,185,958.696827262
1999年第7期,1999年/第7期,13,1996,53,100.25771354
20世纪20年代,20世纪/20年代,12,531,53,347.873787443
相对照,相/对照,10,1603,46,110.641867151
十一届三中全会以来,十一届三中全会/以来,58,163,2773,104.689076746
高等教育出版社,高等教育/出版社,10,84,885,109.745897229
犹太复国主义运动,犹太复国主义/运动,10,18,626,724.042421015
日元汇率,日元/汇率,33,331,801,101.546341243
石油加工及炼焦业,石油/加工及炼焦业,13,446,13,1829.26233184
60年代初,60年代/初,36,287,915,111.843399783
60年代末,60年代/末,13,287,342,108.055331418
套期保值,套/期保值,22,322,22,2533.69875776
20世纪末,20世纪/末,28,531,342,125.790619046
固定资产原值,固定资产/原值,22,564,40,795.599379433
上海三联书店1994年版,上海三联书店1994年/版,17,17,1143,713.78040245
相背离,相/背离,15,1135,79,136.48318742
社会科学文献出版社,社会科学/文献出版社,20,277,28,2103.79319237
相衔接,相/衔接,16,1135,96,119.801908957
农村居民家庭人均纯收入,农村/居民家庭人均纯收入,10,5018,10,162.58489438
刺激内需,刺激/内需,21,1061,151,106.939417393
相伴随,相/伴随,23,1135,139,118.94002472
紧密结合起来,紧密结合/起来,19,78,1385,143.489484402
